,Gold,PPLT,SLV
848,75.626282,113.059998,16.75
849,75.804997,113.790001,16.889999
850,73.243412,111.389999,16.379999
851,73.600843,111.910004,16.370001
852,73.422128,111.669998,16.389999
853,73.044843,110.839996,16.34
854,70.453473,109.080002,16.02
855,71.059119,108.379997,15.96
856,71.654835,108.010002,15.97
857,71.714412,107.660004,15.99
858,71.734266,106.910004,16.0
859,72.617912,107.959999,16.07
860,70.93005,106.919998,15.83
861,70.493188,106.599998,15.48
862,69.391111,106.089996,15.39
863,70.195327,106.769997,15.32
864,70.076188,107.260002,15.29
865,71.90305,108.0,15.32
866,71.724335,107.330002,15.33
867,70.959835,105.959999,15.25
868,70.99955,105.309998,15.4
869,69.917327,104.510002,15.32
870,70.771188,104.839996,15.45
871,71.644912,104.760002,15.46
872,69.818042,105.120003,15.42
873,69.58968,102.879997,15.49
874,69.083326,103.309998,15.14
875,69.996757,104.010002,15.19
876,69.24218,104.82,15.17
877,68.418111,104.559998,15.11
878,68.19968,104.400002,15.03
879,66.472095,104.199997,15.03
880,64.565802,104.699997,14.9
881,66.074956,104.739998,14.95
882,66.521741,102.699997,14.99
883,63.692086,100.610001,14.43
884,63.71194,99.709999,14.46
885,63.950233,99.0,14.76
886,63.702017,99.690002,14.88
887,64.615448,100.050003,14.81
888,64.178587,99.290001,14.7
889,63.076509,98.949997,14.43
890,63.026867,97.839996,14.35
891,61.43829,96.660004,14.23
892,58.141989,94.349998,14.05
893,59.462493,94.489998,14.14
894,59.800066,94.610001,14.14
895,57.893773,94.339996,14.0
896,60.018497,95.349998,14.02
897,57.178912,95.239998,13.92
898,58.558989,95.339996,14.02
899,60.107855,95.510002,14.15
900,58.598704,95.379997,14.09
901,59.939066,95.150002,14.08
902,58.002985,93.190002,13.87
903,58.201558,92.370003,13.92
904,58.688062,91.75,13.95
905,59.621351,92.040001,13.99
906,59.829851,92.860001,14.11
907,61.458147,95.379997,14.54
908,61.805648,95.57,14.64
909,64.784233,96.589996,14.82
910,61.50779,95.809998,14.71
911,61.57729,95.860001,14.55
912,62.421221,96.5,14.63
913,61.964505,96.330002,14.21
914,62.738936,98.129997,14.57
915,66.184172,99.589996,14.78
916,65.280664,98.870003,14.61
917,62.004221,95.589996,14.13
918,61.388647,94.440002,13.99
919,58.330631,94.779999,13.56
920,60.296497,96.739998,13.8
921,60.802859,98.639999,13.92
922,59.859639,97.650002,13.99
923,58.886635,96.669998,13.94
924,58.767489,98.040001,14.02
925,58.141989,97.099998,14.02
926,56.742054,96.0,13.92
927,56.563338,97.059998,14.12
928,55.888192,94.660004,13.93
929,56.086765,94.550003,13.99
930,57.427127,93.82,13.95
931,55.123688,92.379997,13.79
932,55.153473,93.089996,13.77
933,58.310773,93.889999,14.22
934,58.856847,94.900002,14.42
935,60.008566,94.690002,14.47
936,58.410062,93.559998,14.49
937,56.483908,90.529999,14.14
938,56.344908,90.099998,14.12
939,60.365997,92.150002,14.44
940,59.164635,91.400002,14.4
941,57.387412,88.690002,13.94
942,57.307985,88.529999,13.97
943,58.668204,87.860001,13.87
944,58.310773,87.360001,13.9
945,62.897794,87.940002,14.55
946,63.453798,88.25,14.89
947,64.277871,90.18,15.07
948,65.151595,91.360001,15.29
949,65.082095,91.809998,14.99
950,67.375603,94.699997,15.12
951,66.253672,96.010002,15.13
952,66.263595,95.410004,15.16
953,69.460611,96.529999,15.42
954,69.252111,96.959999,15.39
955,68.795396,98.110001,15.28
956,67.742964,97.68,15.11
957,69.728688,98.480003,15.19
958,68.646465,96.910004,14.99
959,68.735826,97.519997,15.11
960,70.681834,96.650002,15.12
961,68.348603,96.290001,15.11
962,68.666326,95.190002,15.13
963,68.835111,96.510002,15.26
964,66.521741,95.730003,14.88
965,66.392672,94.959999,14.8
966,66.194095,94.360001,14.72
967,65.657949,93.129997,14.58
968,64.456587,92.150002,14.38
969,62.014148,91.709999,14.3
970,59.313566,90.75,14.08
971,60.504997,88.269997,13.89
972,59.19442,86.889999,13.76
973,59.819924,85.080002,13.64
974,59.512135,84.790001,13.64
975,59.651139,82.989998,13.59
976,60.554643,83.629997,13.6
977,58.975993,82.309998,13.55
978,61.011359,81.809998,13.52
979,61.061001,82.610001,13.62
980,59.392993,82.449997,13.5
981,59.095135,81.639999,13.45
982,61.070928,81.160004,13.51
983,59.948997,81.199997,13.52
984,59.750424,80.739998,13.46
985,60.167424,80.120003,13.44
986,62.997082,80.910004,13.51
987,62.262363,80.25,13.37
988,62.580079,81.730003,13.46
989,64.714733,85.010002,13.87
990,62.222648,82.209999,13.62
991,60.902143,81.610001,13.51
992,62.451009,82.839996,13.49
993,62.202794,82.519997,13.45
994,61.954578,81.239998,13.3
995,59.621351,81.919998,13.06
996,59.919209,82.589996,13.11
997,61.746074,84.260002,13.49
998,58.817135,81.290001,13.08
999,59.095135,82.93,13.43
1000,59.651139,84.110001,13.59
1001,60.435497,83.940002,13.59
1002,62.411294,83.790001,13.62
1003,62.729009,85.129997,13.69
1004,61.636863,85.110001,13.29
1005,61.954578,85.620003,13.27
1006,61.607074,83.760002,13.21
1007,61.487932,85.830002,13.19
1008,62.034005,85.290001,13.19
1009,62.133294,85.709999,13.31
1010,62.629725,84.849998,13.36
1011,65.270733,84.82,13.62
1012,63.324725,85.0,13.3
1013,62.232578,81.589996,13.22
1014,60.554643,80.629997,13.17
1015,61.279432,81.889999,13.49
1016,60.594355,80.559998,13.19
1017,61.676574,79.970001,13.24
1018,60.445428,79.989998,13.36
1019,62.87794,79.410004,13.48
1020,64.655164,79.129997,13.46
1021,65.201233,80.199997,13.38
1022,65.141664,82.709999,13.58
1023,68.47768,84.610001,13.82
1024,68.626611,84.940002,13.81
1025,68.993965,83.480003,13.57
1026,70.215188,83.970001,13.59
1027,72.051981,83.919998,13.67
1028,72.012266,82.540001,13.62
1029,74.663205,84.940002,13.95
1030,76.25179,87.260002,14.17
1031,77.741083,87.919998,14.34
1032,84.5124,89.199997,14.59
1033,83.450038,89.849998,14.51
1034,84.055684,90.190002,14.55
1035,87.232839,92.540001,14.95
1036,89.635563,92.150002,14.99
1037,83.807469,89.75,14.51
1038,86.527908,90.860001,14.54
1039,89.615709,91.120003,14.76
1040,90.201494,90.839996,14.64
1041,90.191563,89.32,14.43
1042,91.114925,90.879997,14.54
1043,90.380209,90.589996,14.52
1044,89.883778,89.339996,14.41
1045,88.741986,88.019997,14.02
1046,90.59864,90.290001,14.2
1047,87.133554,90.489998,14.17
1048,87.977485,90.339996,14.25
1049,89.278132,91.489998,14.5
1050,90.360355,94.5,14.76
1051,90.59864,96.389999,14.9
1052,88.106555,94.739998,14.62
1053,88.692347,93.959999,14.53
1054,91.005717,94.220001,14.82
1055,89.486632,92.709999,14.72
1056,87.45127,92.160004,14.58
1057,89.119278,92.160004,14.54
1058,91.800002,94.190002,14.87
1059,93.550003,94.889999,15.16
1060,93.459999,93.589996,15.03
1061,92.099998,94.690002,15.06
1062,92.75,95.690002,15.12
1063,88.5,92.260002,14.51
1064,90.099998,91.459999,14.43
1065,89.809998,91.080002,14.46
1066,93.099998,93.290001,14.6
1067,90.940002,92.900002,14.49
1068,90.809998,94.040001,14.68
1069,90.540001,92.260002,14.34
1070,88.190002,90.690002,14.2
1071,90.040001,91.5,14.42
1072,90.239998,91.190002,14.34
1073,92.43,92.040001,14.48
1074,94.07,93.139999,14.62
1075,96.239998,95.139999,15.14
1076,97.970001,96.389999,15.41
1077,94.599998,96.230003,15.44
1078,92.220001,95.279999,15.34
1079,94.529999,94.709999,15.46
1080,93.050003,94.059998,15.42
1081,96.360001,97.599998,16.120001
1082,92.790001,98.190002,16.139999
1083,94.120003,98.620003,16.209999
1084,93.269997,97.389999,16.139999
1085,91.400002,97.779999,16.17
1086,92.599998,97.260002,16.290001
1087,93.309998,98.790001,16.379999
1088,95.190002,101.25,16.77
1089,100.5,103.650002,16.98
1090,99.68,103.980003,16.639999
1091,95.660004,102.309998,16.57
1092,85.290001,101.660004,16.49
1093,84.730003,102.209999,16.51
1094,89.449997,103.940002,16.629999
1095,85.360001,100.410004,16.120001
1096,87.400002,101.290001,16.280001
1097,89.889999,102.669998,16.559999
1098,88.790001,101.019997,16.219999
1099,88.339996,101.190002,16.280001
1100,90.989998,101.099998,16.32
1101,91.779999,101.370003,16.41
1102,87.57,98.760002,16.0
1103,88.32,97.459999,15.67
1104,89.32,98.440002,15.69
1105,88.120003,97.540001,15.59
1106,84.809998,96.43,15.42
1107,85.970001,95.459999,15.5
1108,86.099998,95.550003,15.53
1109,83.510002,94.0,15.39
1110,84.309998,94.089996,15.19
1111,84.690002,93.470001,15.17
1112,84.860001,92.099998,15.22
1113,92.019997,94.519997,15.61
1114,92.129997,95.839996,15.68
1115,90.709999,96.370003,15.6
1116,94.82,97.339996,16.209999
1117,96.120003,96.68,16.469999
1118,94.730003,95.519997,16.49
1119,94.660004,95.290001,16.58
1120,92.300003,93.849998,16.540001
1121,95.870003,94.080002,16.690001
1122,94.559998,93.330002,16.309999
1123,94.870003,93.389999,16.6
1124,95.629997,94.93,16.65
1125,94.120003,94.050003,16.379999
1126,95.269997,94.040001,16.42
1127,94.900002,92.779999,16.49
1128,101.169998,94.529999,16.889999
1129,106.900002,94.120003,16.870001
1130,105.519997,94.029999,16.91
1131,107.660004,96.900002,17.370001
1132,112.040001,98.919998,17.860001
1133,117.610001,101.940002,18.74
1134,122.470001,103.330002,18.98
1135,125.410004,104.510002,19.1
1136,119.080002,104.830002,18.709999
1137,122.32,105.800003,19.219999
1138,123.589996,105.959999,19.299999
1139,118.150002,104.709999,19.09
1140,120.300003,105.440002,19.389999
1141,118.900002,105.879997,19.25
1142,117.099998,104.5,19.08
1143,118.059998,105.510002,19.1
1144,117.169998,104.980003,18.92
1145,113.029999,104.110001,18.42
1146,115.209999,106.0,18.879999
1147,115.870003,103.959999,18.67
1148,111.949997,104.0,18.540001
1149,113.699997,104.980003,18.66
1150,115.800003,109.279999,19.370001
1151,116.519997,109.239998,19.209999
1152,117.610001,110.120003,19.35
1153,118.900002,111.230003,19.43
1154,119.830002,112.230003,19.6
1155,118.879997,111.900002,19.379999
1156,113.239998,111.43,19.35
1157,109.489998,110.089996,18.709999
1158,109.129997,110.580002,18.74
1159,110.489998,111.050003,18.870001
1160,111.099998,113.300003,19.16
1161,110.610001,109.43,18.959999
1162,109.110001,108.010002,18.719999
1163,109.230003,106.889999,18.83
1164,111.110001,107.440002,18.82
1165,109.330002,107.309998,18.68
1166,110.120003,108.699997,18.77
1167,108.599998,107.160004,18.35
1168,105.809998,105.910004,17.969999
1169,104.970001,106.139999,17.93
